ID,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_product,prior_purchases,product_importance,gender,discount_percentage,weight_in_grams,reached_on_time,customer_rating_string,weight_in_kg_binned,prior_purchases_binned,user_segmentation
2136,E,Ship,3,3,3065340,4,medium,M,3,3075,No,Neutral,2.5-4kg,2-4,Bronze
2137,D,Ship,5,3,3652320,2,medium,M,52,3824,No,Neutral,2.5-4kg,2-4,Bronze
2138,E,Ship,5,3,3896895,4,low,M,3,3734,No,Neutral,2.5-4kg,2-4,Bronze
2139,A,Ship,2,3,2282700,2,medium,M,20,1832,No,Neutral,1-2.5kg,2-4,Bronze
2140,B,Ship,6,3,4434960,3,low,F,39,2518,No,Neutral,2.5-4kg,2-4,Bronze
2141,C,Ship,3,3,2608800,3,medium,F,65,1228,No,Neutral,1-2.5kg,2-4,Bronze
2142,E,Ship,3,3,4255605,3,medium,M,14,3479,No,Neutral,2.5-4kg,2-4,Bronze
2143,D,Ship,3,5,3244695,3,medium,F,62,3259,No,Satisfied,2.5-4kg,2-4,Bronze
2144,E,Ship,3,1,2510970,2,medium,F,56,1300,No,Dissatisfied,1-2.5kg,2-4,Bronze
2145,A,Ship,3,5,3864285,3,low,M,55,2451,No,Satisfied,1-2.5kg,2-4,Bronze
2146,B,Ship,4,4,2951205,3,low,M,44,2070,No,Satisfied,1-2.5kg,2-4,Bronze
2147,C,Ship,3,3,2168565,6,low,F,10,1686,No,Neutral,1-2.5kg,4-6,Silver
2148,E,Ship,3,4,2445750,3,medium,M,47,1511,No,Satisfied,1-2.5kg,2-4,Bronze
2149,D,Ship,6,5,2478360,3,medium,F,62,1325,No,Satisfied,1-2.5kg,2-4,Bronze
2150,E,Ship,6,1,2315310,5,low,F,30,1464,No,Dissatisfied,1-2.5kg,4-6,Silver
2151,A,Ship,4,3,3489270,2,low,M,57,2078,No,Neutral,1-2.5kg,2-4,Bronze
2152,B,Ship,5,1,2527275,2,medium,F,40,1024,No,Dissatisfied,1-2.5kg,2-4,Bronze
2153,C,Ship,4,2,3114255,2,low,M,11,3985,No,Dissatisfied,2.5-4kg,2-4,Bronze
2154,E,Ship,4,5,2168565,2,medium,M,39,1106,No,Satisfied,1-2.5kg,2-4,Bronze
2155,D,Ship,3,3,3440355,4,high,F,22,2942,No,Neutral,2.5-4kg,2-4,Bronze
2156,E,Ship,4,3,3456660,4,low,M,28,2422,No,Neutral,1-2.5kg,2-4,Bronze
2157,A,Ship,3,1,2445750,2,low,M,9,1158,No,Dissatisfied,1-2.5kg,2-4,Bronze
2158,B,Ship,3,5,3391440,3,low,F,41,3977,No,Satisfied,2.5-4kg,2-4,Bronze
2159,C,Ship,4,2,2559885,2,medium,M,15,1724,No,Dissatisfied,1-2.5kg,2-4,Bronze
2160,E,Ship,4,4,3717540,3,low,M,60,2715,No,Satisfied,2.5-4kg,2-4,Bronze
2161,D,Ship,3,4,4141470,2,medium,F,44,3786,No,Satisfied,2.5-4kg,2-4,Bronze
2162,E,Ship,4,2,4402350,2,low,M,65,3599,No,Dissatisfied,2.5-4kg,2-4,Bronze
2163,A,Ship,6,2,3179475,3,medium,M,30,3462,No,Dissatisfied,2.5-4kg,2-4,Bronze
2164,B,Ship,4,5,3146865,4,low,M,33,2173,No,Satisfied,1-2.5kg,2-4,Bronze
2165,C,Ship,5,4,2690325,3,medium,F,48,1240,No,Satisfied,1-2.5kg,2-4,Bronze
2166,E,Road,3,1,2885985,2,low,M,38,1099,No,Dissatisfied,1-2.5kg,2-4,Bronze
2167,D,Road,3,4,3978420,3,low,F,46,2844,No,Satisfied,2.5-4kg,2-4,Bronze
2168,E,Road,3,2,2462055,2,low,M,26,1793,No,Dissatisfied,1-2.5kg,2-4,Bronze
2169,A,Road,3,1,2674020,2,low,M,2,1104,No,Dissatisfied,1-2.5kg,2-4,Bronze
2170,B,Road,5,1,2690325,3,low,F,37,1228,No,Dissatisfied,1-2.5kg,2-4,Bronze
2171,C,Road,3,4,4174080,2,medium,M,55,2247,No,Satisfied,1-2.5kg,2-4,Bronze
2172,E,Road,4,4,2445750,4,low,M,5,1263,No,Satisfied,1-2.5kg,2-4,Bronze
2173,D,Road,2,3,4157775,3,low,M,27,3484,No,Neutral,2.5-4kg,2-4,Bronze
2174,E,Road,4,3,4369740,3,medium,F,23,2996,No,Neutral,2.5-4kg,2-4,Bronze
2175,A,Road,3,5,2706630,3,low,F,1,1366,No,Satisfied,1-2.5kg,2-4,Bronze
2176,B,Road,3,5,3750150,3,low,F,49,3477,No,Satisfied,2.5-4kg,2-4,Bronze
2177,C,Road,4,3,2657715,3,low,F,45,1395,No,Neutral,1-2.5kg,2-4,Bronze
2178,E,Road,4,4,2266395,3,high,F,64,1415,No,Satisfied,1-2.5kg,2-4,Bronze
2179,D,Road,3,5,2625105,3,medium,F,10,1978,No,Satisfied,1-2.5kg,2-4,Bronze
2180,E,Road,6,2,2951205,4,high,F,6,3003,No,Dissatisfied,2.5-4kg,2-4,Bronze
2181,A,Road,4,1,3945810,3,high,M,47,3489,No,Dissatisfied,2.5-4kg,2-4,Bronze
2182,B,Road,3,3,2462055,3,low,F,24,1139,No,Neutral,1-2.5kg,2-4,Bronze
2183,C,Road,3,4,2722935,3,medium,M,50,1068,No,Satisfied,1-2.5kg,2-4,Bronze
2184,E,Road,3,2,4190385,3,low,F,25,2334,No,Dissatisfied,1-2.5kg,2-4,Bronze
2185,D,Road,3,2,3326220,2,medium,F,35,2090,No,Dissatisfied,1-2.5kg,2-4,Bronze
2186,E,Road,5,3,3570795,3,low,M,1,2027,No,Neutral,1-2.5kg,2-4,Bronze
2187,A,Road,3,4,3293610,3,medium,M,28,3707,No,Satisfied,2.5-4kg,2-4,Bronze
2188,B,Flight,4,5,2527275,2,medium,M,41,1367,No,Satisfied,1-2.5kg,2-4,Bronze
2189,C,Flight,3,3,2983815,3,high,F,6,3364,No,Neutral,2.5-4kg,2-4,Bronze
2190,E,Flight,5,1,3000120,3,low,F,19,2625,No,Dissatisfied,2.5-4kg,2-4,Bronze
2191,D,Flight,4,5,3750150,2,low,F,38,2890,No,Satisfied,2.5-4kg,2-4,Bronze
2192,E,Flight,4,2,2266395,4,low,F,41,1511,No,Dissatisfied,1-2.5kg,2-4,Bronze
2193,A,Flight,4,4,4108860,3,medium,F,7,2477,No,Satisfied,1-2.5kg,2-4,Bronze
2194,B,Flight,3,2,4434960,3,medium,F,40,3766,No,Dissatisfied,2.5-4kg,2-4,Bronze
2195,C,Flight,3,2,2184870,3,low,F,20,1391,No,Dissatisfied,1-2.5kg,2-4,Bronze
2196,E,Flight,3,5,2755545,3,medium,M,13,1934,No,Satisfied,1-2.5kg,2-4,Bronze
2197,D,Flight,4,2,3489270,2,low,M,49,3416,No,Dissatisfied,2.5-4kg,2-4,Bronze
2198,E,Flight,3,3,2657715,3,medium,F,65,1614,No,Neutral,1-2.5kg,2-4,Bronze
2199,A,Flight,4,2,2445750,3,low,F,48,1193,No,Dissatisfied,1-2.5kg,2-4,Bronze
2200,B,Flight,5,5,3521880,2,high,M,33,3202,No,Satisfied,2.5-4kg,2-4,Bronze
2201,C,Flight,5,2,1891380,5,high,F,56,1130,No,Dissatisfied,1-2.5kg,4-6,Silver
2202,E,Flight,3,4,2347920,2,low,F,33,1811,No,Satisfied,1-2.5kg,2-4,Bronze
2203,D,Flight,5,3,4337130,3,low,F,19,2508,No,Neutral,2.5-4kg,2-4,Bronze
2204,E,Flight,3,3,2510970,4,medium,F,62,1616,No,Neutral,1-2.5kg,2-4,Bronze
2205,A,Flight,4,3,4157775,5,low,M,18,3644,No,Neutral,2.5-4kg,4-6,Silver
2206,B,Flight,6,2,3733845,3,medium,M,13,2322,No,Dissatisfied,1-2.5kg,2-4,Bronze
2207,C,Flight,2,1,1809855,3,medium,M,16,1882,No,Dissatisfied,1-2.5kg,2-4,Bronze
2208,E,Flight,3,3,2608800,2,medium,F,32,1718,No,Neutral,1-2.5kg,2-4,Bronze
2209,D,Flight,3,1,3000120,2,low,F,31,3191,No,Dissatisfied,2.5-4kg,2-4,Bronze
2210,E,Ship,4,4,3554490,4,low,M,45,3234,No,Satisfied,2.5-4kg,2-4,Bronze
2211,A,Ship,5,1,2233785,2,low,M,52,1012,No,Dissatisfied,1-2.5kg,2-4,Bronze
2212,B,Ship,4,2,3326220,3,medium,M,14,3829,No,Dissatisfied,2.5-4kg,2-4,Bronze
2213,C,Ship,6,1,1712025,5,low,F,57,1784,No,Dissatisfied,1-2.5kg,4-6,Silver
2214,E,Ship,3,1,4174080,2,medium,F,63,3046,No,Dissatisfied,2.5-4kg,2-4,Bronze
2215,D,Ship,4,2,2967510,2,medium,F,54,3261,No,Dissatisfied,2.5-4kg,2-4,Bronze
2216,E,Ship,3,4,4239300,4,high,M,17,2666,No,Satisfied,2.5-4kg,2-4,Bronze
2217,A,Ship,4,2,2706630,3,low,M,62,1944,No,Dissatisfied,1-2.5kg,2-4,Bronze
2218,B,Ship,5,2,2608800,4,medium,M,43,1479,No,Dissatisfied,1-2.5kg,2-4,Bronze
2219,C,Ship,4,2,3962115,3,medium,F,13,2850,No,Dissatisfied,2.5-4kg,2-4,Bronze
2220,E,Ship,6,5,3913200,4,medium,M,62,2400,No,Satisfied,1-2.5kg,2-4,Bronze
2221,D,Ship,6,1,3733845,6,low,M,35,3239,No,Dissatisfied,2.5-4kg,4-6,Silver
2222,E,Ship,3,1,2674020,2,low,M,2,1304,No,Dissatisfied,1-2.5kg,2-4,Bronze
2223,A,Ship,3,4,3815370,3,medium,F,37,2111,No,Satisfied,1-2.5kg,2-4,Bronze
2224,B,Ship,4,1,1581585,2,high,M,15,1836,No,Dissatisfied,1-2.5kg,2-4,Bronze
2225,C,Ship,4,3,4206690,3,low,F,12,2017,No,Neutral,1-2.5kg,2-4,Bronze
2226,E,Ship,3,1,2396835,2,medium,M,52,1934,No,Dissatisfied,1-2.5kg,2-4,Bronze
2227,D,Ship,4,3,2934900,4,low,M,14,1686,No,Neutral,1-2.5kg,2-4,Bronze
2228,E,Ship,5,1,3456660,3,low,F,11,2073,No,Dissatisfied,1-2.5kg,2-4,Bronze
2229,A,Ship,3,4,3228390,2,medium,M,19,2373,No,Satisfied,1-2.5kg,2-4,Bronze
2230,B,Ship,3,1,3896895,3,low,F,63,2154,No,Dissatisfied,1-2.5kg,2-4,Bronze
2231,C,Ship,4,3,2576190,2,low,M,46,1374,No,Neutral,1-2.5kg,2-4,Bronze
2232,E,Ship,4,3,3554490,3,high,F,57,3311,No,Neutral,2.5-4kg,2-4,Bronze
2233,D,Ship,4,4,2543580,3,low,M,20,1523,No,Satisfied,1-2.5kg,2-4,Bronze
2234,E,Ship,3,4,3831675,3,low,M,52,3447,No,Satisfied,2.5-4kg,2-4,Bronze
2235,A,Ship,4,5,2739240,3,low,F,4,1363,No,Satisfied,1-2.5kg,2-4,Bronze
2236,B,Ship,3,1,2902290,3,high,F,36,1297,No,Dissatisfied,1-2.5kg,2-4,Bronze
2237,C,Ship,4,2,4483875,3,medium,M,26,2449,No,Dissatisfied,1-2.5kg,2-4,Bronze
2238,E,Ship,3,4,2266395,2,low,M,45,1192,No,Satisfied,1-2.5kg,2-4,Bronze
2239,D,Ship,2,5,3847980,3,medium,F,13,2171,No,Satisfied,1-2.5kg,2-4,Bronze
2240,E,Ship,3,4,2527275,2,low,F,37,1780,No,Satisfied,1-2.5kg,2-4,Bronze
2241,A,Ship,3,3,2739240,3,medium,M,11,1008,No,Neutral,1-2.5kg,2-4,Bronze
2242,B,Ship,4,1,2462055,2,low,M,42,1367,No,Dissatisfied,1-2.5kg,2-4,Bronze
2243,C,Ship,3,4,1842465,4,low,F,56,1154,No,Satisfied,1-2.5kg,2-4,Bronze
2244,E,Ship,4,3,2168565,3,medium,F,50,1861,No,Neutral,1-2.5kg,2-4,Bronze
2245,D,Ship,5,4,2657715,4,medium,M,57,1613,No,Satisfied,1-2.5kg,2-4,Bronze
2246,E,Ship,5,3,3358830,2,medium,F,59,3278,No,Neutral,2.5-4kg,2-4,Bronze
2247,A,Ship,3,2,2885985,2,medium,F,23,1929,No,Dissatisfied,1-2.5kg,2-4,Bronze
2248,B,Ship,3,2,3358830,2,low,M,3,2261,No,Dissatisfied,1-2.5kg,2-4,Bronze
2249,C,Ship,5,1,3081645,3,medium,M,13,3492,No,Dissatisfied,2.5-4kg,2-4,Bronze
2250,E,Ship,3,4,4402350,2,low,M,39,3690,No,Satisfied,2.5-4kg,2-4,Bronze
2251,D,Ship,4,1,3880590,3,low,F,33,2013,No,Dissatisfied,1-2.5kg,2-4,Bronze
2252,E,Ship,5,1,2331615,2,low,M,46,1387,No,Dissatisfied,1-2.5kg,2-4,Bronze
2253,A,Ship,4,1,2820765,2,medium,M,53,1251,No,Dissatisfied,1-2.5kg,2-4,Bronze
2254,B,Ship,3,5,2184870,3,medium,M,38,1169,No,Satisfied,1-2.5kg,2-4,Bronze
2255,C,Ship,4,4,2869680,3,high,M,34,1283,No,Satisfied,1-2.5kg,2-4,Bronze
2256,E,Ship,4,3,2608800,2,medium,F,38,1961,No,Neutral,1-2.5kg,2-4,Bronze
2257,D,Ship,3,4,3750150,3,high,F,22,3546,No,Satisfied,2.5-4kg,2-4,Bronze
2258,E,Ship,4,5,2902290,3,low,F,5,1012,No,Satisfied,1-2.5kg,2-4,Bronze
2259,A,Ship,3,2,4174080,4,low,F,18,2699,No,Dissatisfied,2.5-4kg,2-4,Bronze
2260,B,Ship,3,4,4174080,4,low,M,11,3030,No,Satisfied,2.5-4kg,2-4,Bronze
2261,C,Ship,3,2,3391440,4,medium,M,52,2900,No,Dissatisfied,2.5-4kg,2-4,Bronze
2262,E,Ship,4,3,1940295,3,low,F,40,1233,No,Neutral,1-2.5kg,2-4,Bronze
2263,D,Ship,3,3,1858770,6,low,F,26,1825,No,Neutral,1-2.5kg,4-6,Silver
2264,E,Ship,3,5,3668625,3,low,F,1,2864,No,Satisfied,2.5-4kg,2-4,Bronze
2265,A,Ship,4,5,2527275,4,high,F,48,1972,No,Satisfied,1-2.5kg,2-4,Bronze
2266,B,Ship,4,4,3636015,3,medium,F,51,3895,No,Satisfied,2.5-4kg,2-4,Bronze
2267,C,Ship,5,3,3163170,3,medium,F,6,2736,No,Neutral,2.5-4kg,2-4,Bronze
2268,E,Ship,5,4,4581705,4,medium,F,40,3381,No,Satisfied,2.5-4kg,2-4,Bronze
2269,D,Ship,4,1,2152260,4,medium,F,10,1343,No,Dissatisfied,1-2.5kg,2-4,Bronze
2270,E,Ship,4,1,3733845,3,medium,F,53,3423,No,Dissatisfied,2.5-4kg,2-4,Bronze
2271,A,Ship,4,2,4092555,3,low,F,10,3517,No,Dissatisfied,2.5-4kg,2-4,Bronze
2272,B,Ship,4,1,1842465,3,low,F,60,1200,No,Dissatisfied,1-2.5kg,2-4,Bronze
2273,C,Ship,5,5,3815370,6,low,F,52,2615,No,Satisfied,2.5-4kg,4-6,Silver
2274,E,Ship,3,3,2951205,2,medium,M,58,3719,No,Neutral,2.5-4kg,2-4,Bronze
2275,D,Ship,5,2,2559885,2,low,M,32,1497,No,Dissatisfied,1-2.5kg,2-4,Bronze
2276,E,Ship,3,1,2527275,3,low,M,49,1203,No,Dissatisfied,1-2.5kg,2-4,Bronze
2277,A,Ship,3,4,3407745,2,low,M,62,2935,No,Satisfied,2.5-4kg,2-4,Bronze
2278,B,Ship,4,3,4304520,3,low,F,39,2213,No,Neutral,1-2.5kg,2-4,Bronze
2279,C,Ship,3,1,4369740,3,low,F,47,2479,No,Dissatisfied,1-2.5kg,2-4,Bronze
2280,E,Ship,6,1,3652320,3,medium,M,64,2705,No,Dissatisfied,2.5-4kg,2-4,Bronze
2281,D,Ship,4,4,3636015,10,low,M,24,3271,No,Satisfied,2.5-4kg,6-10,Gold
2282,E,Ship,3,2,3114255,3,high,F,42,2374,No,Dissatisfied,1-2.5kg,2-4,Bronze
2283,A,Ship,4,1,3000120,3,high,F,47,3081,No,Dissatisfied,2.5-4kg,2-4,Bronze
2284,B,Ship,6,5,2837070,3,medium,F,32,1921,No,Satisfied,1-2.5kg,2-4,Bronze
2285,C,Ship,6,3,2184870,8,high,F,12,1371,No,Neutral,1-2.5kg,6-10,Gold
2286,E,Ship,4,1,2201175,2,high,F,25,1009,No,Dissatisfied,1-2.5kg,2-4,Bronze
2287,D,Ship,5,4,3815370,2,high,F,61,3084,No,Satisfied,2.5-4kg,2-4,Bronze
2288,E,Ship,3,1,3505575,6,high,M,5,3432,No,Dissatisfied,2.5-4kg,4-6,Silver
2289,A,Ship,5,4,3049035,2,medium,F,10,3549,No,Satisfied,2.5-4kg,2-4,Bronze
2290,B,Ship,3,1,3880590,2,medium,F,50,3438,No,Dissatisfied,2.5-4kg,2-4,Bronze
2291,C,Ship,4,2,4451265,4,low,F,26,3223,No,Dissatisfied,2.5-4kg,2-4,Bronze
2292,E,Ship,5,4,3130560,3,medium,M,46,3709,No,Satisfied,2.5-4kg,2-4,Bronze
2293,D,Ship,3,5,4369740,4,high,M,5,3446,No,Satisfied,2.5-4kg,2-4,Bronze
2294,E,Ship,3,5,3668625,3,low,F,12,2721,No,Satisfied,2.5-4kg,2-4,Bronze
2295,A,Ship,4,5,2527275,4,high,F,54,1408,No,Satisfied,1-2.5kg,2-4,Bronze
2296,B,Ship,4,2,3636015,3,medium,F,56,3158,No,Dissatisfied,2.5-4kg,2-4,Bronze
2297,C,Ship,5,1,3163170,3,medium,F,32,3003,No,Dissatisfied,2.5-4kg,2-4,Bronze
2298,E,Ship,5,4,4581705,4,medium,M,56,3709,No,Satisfied,2.5-4kg,2-4,Bronze
2299,D,Ship,4,5,2152260,4,medium,F,28,1715,No,Satisfied,1-2.5kg,2-4,Bronze
2300,E,Ship,4,1,3733845,3,medium,F,20,2891,No,Dissatisfied,2.5-4kg,2-4,Bronze
2301,A,Ship,4,1,4092555,3,low,F,33,2502,No,Dissatisfied,2.5-4kg,2-4,Bronze
2302,B,Ship,4,5,1842465,3,low,F,52,1741,No,Satisfied,1-2.5kg,2-4,Bronze
2303,C,Road,5,2,3815370,6,low,F,58,2448,No,Dissatisfied,1-2.5kg,4-6,Silver
2304,E,Road,3,3,2951205,2,medium,F,52,3236,No,Neutral,2.5-4kg,2-4,Bronze
2305,D,Road,5,2,2559885,2,low,M,58,1654,No,Dissatisfied,1-2.5kg,2-4,Bronze
2306,E,Road,3,3,2527275,3,low,M,20,1830,No,Neutral,1-2.5kg,2-4,Bronze
2307,A,Road,3,5,3407745,2,low,M,33,2603,No,Satisfied,2.5-4kg,2-4,Bronze
2308,B,Road,4,1,4304520,3,low,M,13,3015,No,Dissatisfied,2.5-4kg,2-4,Bronze
2309,C,Road,3,2,4369740,3,low,M,30,2867,No,Dissatisfied,2.5-4kg,2-4,Bronze
2310,E,Road,6,2,3652320,3,medium,F,26,3247,No,Dissatisfied,2.5-4kg,2-4,Bronze
2311,D,Road,4,3,3636015,10,low,F,21,2943,No,Neutral,2.5-4kg,6-10,Gold
2312,E,Road,3,5,3114255,3,high,F,17,2235,No,Satisfied,1-2.5kg,2-4,Bronze
2313,A,Road,4,4,3000120,3,high,F,27,3967,No,Satisfied,2.5-4kg,2-4,Bronze
2314,B,Road,6,4,2837070,3,medium,F,14,1651,No,Satisfied,1-2.5kg,2-4,Bronze
2315,C,Road,6,2,2184870,8,high,M,42,1054,No,Dissatisfied,1-2.5kg,6-10,Gold
2316,E,Road,4,5,2201175,2,high,F,22,1195,No,Satisfied,1-2.5kg,2-4,Bronze
2317,D,Road,5,5,3815370,2,high,M,50,3914,No,Satisfied,2.5-4kg,2-4,Bronze
2318,E,Road,3,1,3505575,6,high,M,42,3715,No,Dissatisfied,2.5-4kg,4-6,Silver
2319,A,Road,5,2,3049035,2,medium,F,29,2863,No,Dissatisfied,2.5-4kg,2-4,Bronze
2320,B,Road,3,2,3880590,2,medium,F,32,3274,No,Dissatisfied,2.5-4kg,2-4,Bronze
2321,C,Road,4,1,4451265,4,low,F,54,2611,No,Dissatisfied,2.5-4kg,2-4,Bronze
2322,E,Road,5,5,3130560,3,medium,F,37,2197,No,Satisfied,1-2.5kg,2-4,Bronze
2323,D,Road,3,5,4369740,4,high,M,19,2893,No,Satisfied,2.5-4kg,2-4,Bronze
2324,E,Road,3,4,2674020,3,low,M,5,1408,No,Satisfied,1-2.5kg,2-4,Bronze
2325,A,Flight,2,2,4157775,3,low,M,59,1514,No,Dissatisfied,1-2.5kg,2-4,Bronze
2326,B,Flight,4,4,2299005,2,low,F,30,1130,No,Satisfied,1-2.5kg,2-4,Bronze
2327,C,Flight,2,5,3293610,3,low,M,50,2587,No,Satisfied,2.5-4kg,2-4,Bronze
2328,E,Flight,4,4,4598010,6,medium,F,52,3009,No,Satisfied,2.5-4kg,4-6,Silver
2329,D,Flight,6,4,3097950,3,low,M,7,3175,No,Satisfied,2.5-4kg,2-4,Bronze
2330,E,Flight,4,2,3130560,4,low,F,61,2256,No,Dissatisfied,1-2.5kg,2-4,Bronze
2331,A,Flight,3,4,2918595,2,low,M,51,1041,No,Satisfied,1-2.5kg,2-4,Bronze
2332,B,Flight,4,3,3880590,2,medium,M,43,2200,No,Neutral,1-2.5kg,2-4,Bronze
2333,C,Flight,3,2,2951205,4,low,F,18,3696,No,Dissatisfied,2.5-4kg,2-4,Bronze
2334,E,Flight,5,2,2087040,5,medium,F,45,1707,No,Dissatisfied,1-2.5kg,4-6,Silver
2335,D,Flight,5,1,4646925,5,low,M,51,2063,No,Dissatisfied,1-2.5kg,4-6,Silver
2336,E,Flight,5,5,4451265,3,medium,F,18,2415,No,Satisfied,1-2.5kg,2-4,Bronze
2337,A,Flight,2,2,3945810,6,low,F,63,3144,No,Dissatisfied,2.5-4kg,4-6,Silver
2338,B,Flight,3,4,3684930,3,medium,F,22,3593,No,Satisfied,2.5-4kg,2-4,Bronze
2339,C,Flight,2,5,4157775,4,low,F,36,2093,No,Satisfied,1-2.5kg,2-4,Bronze
2340,E,Flight,5,1,3228390,2,medium,F,37,3025,No,Dissatisfied,2.5-4kg,2-4,Bronze
2341,D,Flight,5,4,4288215,3,medium,M,59,3978,No,Satisfied,2.5-4kg,2-4,Bronze
2342,E,Flight,3,5,3032730,2,low,F,39,2197,No,Satisfied,1-2.5kg,2-4,Bronze
2343,A,Flight,5,2,4239300,3,low,F,22,2935,No,Dissatisfied,2.5-4kg,2-4,Bronze
2344,B,Flight,4,2,2722935,2,low,F,5,1169,No,Dissatisfied,1-2.5kg,2-4,Bronze
2345,C,Flight,4,3,3424050,3,low,F,46,2344,No,Neutral,1-2.5kg,2-4,Bronze
2346,E,Flight,4,5,3521880,3,low,F,20,3549,No,Satisfied,2.5-4kg,2-4,Bronze
2347,D,Ship,3,2,4451265,3,low,F,12,2154,No,Dissatisfied,1-2.5kg,2-4,Bronze
2348,E,Ship,5,1,2494665,2,low,F,55,1414,No,Dissatisfied,1-2.5kg,2-4,Bronze
2349,A,Ship,3,2,2983815,3,medium,F,44,3809,No,Dissatisfied,2.5-4kg,2-4,Bronze
2350,B,Ship,4,1,3652320,3,medium,F,36,3499,No,Dissatisfied,2.5-4kg,2-4,Bronze
2351,C,Ship,5,1,2771850,3,high,M,58,1651,No,Dissatisfied,1-2.5kg,2-4,Bronze
2352,E,Ship,5,1,3864285,4,low,M,33,2605,No,Dissatisfied,2.5-4kg,2-4,Bronze
2353,D,Ship,5,5,3815370,6,medium,F,60,2443,No,Satisfied,1-2.5kg,4-6,Silver
2354,E,Ship,3,2,4304520,3,medium,F,43,3439,No,Dissatisfied,2.5-4kg,2-4,Bronze
2355,A,Ship,2,2,2494665,3,low,F,55,1273,No,Dissatisfied,1-2.5kg,2-4,Bronze
2356,B,Ship,4,3,3717540,4,low,M,61,3583,No,Neutral,2.5-4kg,2-4,Bronze
2357,C,Ship,3,5,4304520,2,medium,M,33,2021,No,Satisfied,1-2.5kg,2-4,Bronze
2358,E,Ship,4,3,4353435,3,low,F,42,2332,No,Neutral,1-2.5kg,2-4,Bronze
2359,D,Ship,3,2,3472965,2,low,M,22,3248,No,Dissatisfied,2.5-4kg,2-4,Bronze
2360,E,Ship,4,1,2951205,3,medium,M,38,3258,No,Dissatisfied,2.5-4kg,2-4,Bronze
2361,A,Ship,6,4,3407745,5,low,F,53,3169,No,Satisfied,2.5-4kg,4-6,Silver
2362,B,Ship,3,2,2690325,3,low,F,19,1111,No,Dissatisfied,1-2.5kg,2-4,Bronze
2363,C,Ship,3,4,2674020,3,high,F,55,1293,No,Satisfied,1-2.5kg,2-4,Bronze
2364,E,Ship,5,5,2299005,2,medium,M,14,1114,No,Satisfied,1-2.5kg,2-4,Bronze
2365,D,Ship,3,2,2674020,4,medium,M,2,1701,No,Dissatisfied,1-2.5kg,2-4,Bronze
2366,E,Ship,3,3,2902290,2,medium,M,4,1778,No,Neutral,1-2.5kg,2-4,Bronze
2367,A,Ship,5,4,3261000,3,medium,M,24,2078,No,Satisfied,1-2.5kg,2-4,Bronze
2368,B,Ship,4,5,3016425,2,low,F,47,3974,No,Satisfied,2.5-4kg,2-4,Bronze
2369,C,Ship,2,1,2934900,2,medium,F,31,1078,No,Dissatisfied,1-2.5kg,2-4,Bronze
2370,E,Ship,4,5,2347920,3,low,M,9,1526,No,Satisfied,1-2.5kg,2-4,Bronze
2371,D,Ship,4,4,2625105,4,low,F,14,1194,No,Satisfied,1-2.5kg,2-4,Bronze
2372,E,Ship,4,5,2478360,3,medium,M,25,1222,No,Satisfied,1-2.5kg,2-4,Bronze
2373,A,Ship,2,3,2103345,3,low,M,50,1111,No,Neutral,1-2.5kg,2-4,Bronze
2374,B,Ship,5,2,2282700,3,medium,F,16,1969,No,Dissatisfied,1-2.5kg,2-4,Bronze
2375,C,Ship,4,1,4402350,4,medium,F,64,3312,No,Dissatisfied,2.5-4kg,2-4,Bronze
2376,E,Ship,3,2,2983815,3,medium,F,25,2023,No,Dissatisfied,1-2.5kg,2-4,Bronze
2377,D,Ship,4,1,4304520,3,low,F,39,3719,No,Dissatisfied,2.5-4kg,2-4,Bronze
2378,E,Ship,3,2,2722935,4,medium,M,49,1973,No,Dissatisfied,1-2.5kg,2-4,Bronze
2379,A,Ship,5,1,3570795,3,low,M,14,2447,No,Dissatisfied,1-2.5kg,2-4,Bronze
2380,B,Ship,4,2,3668625,3,low,M,52,3189,No,Dissatisfied,2.5-4kg,2-4,Bronze
2381,C,Ship,4,1,3717540,3,low,F,53,2021,No,Dissatisfied,1-2.5kg,2-4,Bronze
2382,E,Ship,3,5,1940295,3,medium,M,7,1021,No,Satisfied,1-2.5kg,2-4,Bronze
2383,D,Ship,3,5,3978420,3,low,F,8,3154,No,Satisfied,2.5-4kg,2-4,Bronze
2384,E,Ship,4,3,2657715,5,low,M,29,1349,No,Neutral,1-2.5kg,4-6,Silver
2385,A,Ship,4,5,4239300,3,medium,M,59,3951,No,Satisfied,2.5-4kg,2-4,Bronze
2386,B,Ship,4,3,2201175,2,medium,F,53,1073,No,Neutral,1-2.5kg,2-4,Bronze
2387,C,Ship,5,2,2722935,3,medium,F,7,1939,No,Dissatisfied,1-2.5kg,2-4,Bronze
2388,E,Ship,4,4,3799065,3,medium,F,14,2522,No,Satisfied,2.5-4kg,2-4,Bronze
2389,D,Ship,4,5,2396835,2,medium,F,19,1940,No,Satisfied,1-2.5kg,2-4,Bronze
2390,E,Ship,2,4,2592495,2,low,F,17,1686,No,Satisfied,1-2.5kg,2-4,Bronze
2391,A,Ship,4,2,2266395,3,medium,M,5,1674,No,Dissatisfied,1-2.5kg,2-4,Bronze
2392,B,Ship,3,1,3261000,2,low,F,44,2651,No,Dissatisfied,2.5-4kg,2-4,Bronze
